  1.000000 -2.000000 -2.000000  0.100000
  1.100000 -1.833333 -1.833333  0.621305
  1.721305 -1.428687 -1.409398  0.660471
  2.381777 -1.276983 -1.265706  2.356376
  4.738153 -1.128621 -1.117976  3.119500
