  0.204000  0.020597  0.000203 -0.002052  0.200566  0.003285 -0.019905
  0.205000  0.020798  0.000207 -0.002072  0.201525  0.003323 -0.019998
  0.206000  0.021000  0.000210 -0.002092  0.202485  0.003361 -0.020092
  0.207000  0.021203  0.000213 -0.002112  0.203444  0.003399 -0.020186
  0.208000  0.021407  0.000217 -0.002132  0.204403  0.003438 -0.020279
  0.209000  0.021612  0.000220 -0.002153  0.205361  0.003477 -0.020373
  0.210000  0.021818  0.000224 -0.002173  0.206320  0.003517 -0.020466
  0.211000  0.022025  0.000227 -0.002194  0.207278  0.003556 -0.020559
  0.212000  0.022232  0.000231 -0.002214  0.208235  0.003596 -0.020653
  0.213000  0.022441  0.000234 -0.002235  0.209193  0.003636 -0.020746
  0.214000  0.022651  0.000238 -0.002256  0.210150  0.003677 -0.020839
  0.215000  0.022861  0.000242 -0.002277  0.211106  0.003717 -0.020932
  0.216000  0.023073  0.000246 -0.002298  0.212063  0.003758 -0.021025
  0.217000  0.023285  0.000249 -0.002319  0.213019  0.003800 -0.021118
  0.218000  0.023499  0.000253 -0.002340  0.213975  0.003841 -0.021211
  0.219000  0.023713  0.000257 -0.002361  0.214931  0.003883 -0.021304
  0.220000  0.023929  0.000261 -0.002383  0.215886  0.003925 -0.021397
  0.221000  0.024145  0.000265 -0.002404  0.216841  0.003967 -0.021490
  0.222000  0.024362  0.000269 -0.002425  0.217796  0.004010 -0.021583
  0.223000  0.024581  0.000273 -0.002447  0.218750  0.004053 -0.021675
  0.224000  0.024800  0.000277 -0.002469  0.219704  0.004096 -0.021768
  0.225000  0.025020  0.000281 -0.002491  0.220658  0.004140 -0.021861
  0.226000  0.025241  0.000285 -0.002513  0.221611  0.004183 -0.021953
  0.227000  0.025463  0.000289 -0.002535  0.222564  0.004227 -0.022046
  0.228000  0.025686  0.000294 -0.002557  0.223517  0.004272 -0.022138
  0.229000  0.025910  0.000298 -0.002579  0.224470  0.004316 -0.022230
  0.230000  0.026135  0.000302 -0.002601  0.225422  0.004361 -0.022323
  0.231000  0.026361  0.000307 -0.002623  0.226374  0.004406 -0.022415
  0.232000  0.026588  0.000311 -0.002646  0.227325  0.004452 -0.022507
  0.233000  0.026816  0.000316 -0.002668  0.228277  0.004498 -0.022599
  0.234000  0.027045  0.000320 -0.002691  0.229228  0.004544 -0.022691
  0.235000  0.027274  0.000325 -0.002714  0.230178  0.004590 -0.022783
  0.236000  0.027505  0.000329 -0.002737  0.231129  0.004637 -0.022875
  0.237000  0.027737  0.000334 -0.002760  0.232079  0.004684 -0.022967
  0.238000  0.027969  0.000339 -0.002783  0.233028  0.004731 -0.023059
  0.239000  0.028203  0.000343 -0.002806  0.233978  0.004778 -0.023151
  0.240000  0.028437  0.000348 -0.002829  0.234927  0.004826 -0.023242
  0.241000  0.028673  0.000353 -0.002852  0.235876  0.004874 -0.023334
  0.242000  0.028909  0.000358 -0.002876  0.236824  0.004922 -0.023425
  0.243000  0.029146  0.000363 -0.002899  0.237772  0.004971 -0.023517
  0.244000  0.029384  0.000368 -0.002923  0.238720  0.005020 -0.023608
